"sexo","salario_anual","estado_civil","escolaridade","limite_credito","valor_transacoes_12m","classelimite_credito","classevalor_transacoes_12m"
"M","$60K - $80K","casado","mestrado","3034.26","2058.8","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2973.56","2593.73","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","24296.82","1886.69","limite de crédito médio para alto","volume de transação média para alta"
"M","$40K - $60K","solteiro","mestrado","8969.76","2568.73","limite de crédito médio para alto","volume de transação média para alta"
"M","menos que $40K","casado","mestrado","2550.77","1870.15","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","10357.97","911.09","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","solteiro","graduacao","1640.28","3124.78","limite de crédito médio para baixo","volume de transação média para alta"
"M","menos que $40K","solteiro","mestrado","3422.81","1973.97","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","na","mestrado","4365.79","1720.08","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","na","doutorado","6710.05","1727.84","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","2507.44","1999.0","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","divorciado","mestrado","6184.02","1712.6","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","16659.5","2551.32","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","mestrado","2203.77","1788.43","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","3074.46","1377.98","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","doutorado","2584.1","1843.85","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","casado","mestrado","14938.39","1930.66","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","mestrado","14926.15","2405.65","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","16033.42","1158.14","limite de crédito médio para alto","volume de transação média para baixa"
"M","menos que $40K","casado","mestrado","3213.45","1855.62","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","doutorado","5924.93","3305.71","limite de crédito médio para baixo","volume de transação média para alta"
"M","$40K - $60K","casado","mestrado","14535.71","2970.76","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","1479.99","1621.73","limite de crédito médio para baixo","volume de transação média para baixa"
"F","na","solteiro","doutorado","1617.35","2546.41","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","solteiro","graduacao","2900.46","4686.93","limite de crédito médio para baixo","volume de transação média para alta"
"F","na","casado","mestrado","13126.02","1836.23","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","solteiro","doutorado","8695.54","2030.49","limite de crédito médio para alto","volume de transação média para alta"
"M","$60K - $80K","casado","mestrado","2501.74","1850.11","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","6338.1","1715.25","limite de crédito médio para baixo","volume de transação média para baixa"
"M","menos que $40K","casado","doutorado","2963.01","2523.33","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","8260.38","2323.64","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","solteiro","mestrado","8309.29","1165.03","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","10230.86","1484.34","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2675.25","1959.52","limite de crédito médio para baixo","volume de transação média para alta"
"F","menos que $40K","casado","graduacao","6979.82","1665.68","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","2594.79","1457.99","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","divorciado","graduacao","34516.73","1041.56","limite de crédito médio para alto","volume de transação média para baixa"
"F","$40K - $60K","casado","mestrado","2523.56","2005.45","limite de crédito médio para baixo","volume de transação média para alta"
"F","$40K - $60K","casado","mestrado","6235.65","1225.43","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$120K +","casado","graduacao","17116.02","2547.11","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","graduacao","4631.7","2864.57","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","casado","graduacao","16611.51","1960.04","limite de crédito médio para alto","volume de transação média para alta"
"F","menos que $40K","casado","doutorado","3549.64","1215.22","limite de crédito médio para baixo","volume de transação média para baixa"
"F","menos que $40K","solteiro","graduacao","1438.78","2856.99","limite de crédito médio para baixo","volume de transação média para alta"
"M","$120K +","solteiro","mestrado","34516.19","1804.19","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","casado","mestrado","6814.49","1339.06","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","28170.37","1013.54","limite de crédito médio para alto","volume de transação média para baixa"
"F","menos que $40K","solteiro","mestrado","6610.43","3328.43","limite de crédito médio para baixo","volume de transação média para alta"
"M","$60K - $80K","solteiro","graduacao","15755.3","2061.48","limite de crédito médio para alto","volume de transação média para alta"
"M","$80K - $120K","casado","mestrado","2711.14","1567.81","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$40K - $60K","casado","graduacao","3735.52","1573.18","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$80K - $120K","solteiro","mestrado","10216.7","2568.19","limite de crédito médio para alto","volume de transação média para alta"
"F","na","casado","mestrado","20420.56","1804.74","limite de crédito médio para alto","volume de transação média para baixa"
"M","$120K +","casado","mestrado","13662.61","725.03","limite de crédito médio para alto","volume de transação média para baixa"
"M","$40K - $60K","solteiro","mestrado","8960.26","1488.66","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","graduacao","2355.64","1765.86","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","casado","mestrado","2145.28","1275.28","limite de crédito médio para baixo","volume de transação média para baixa"
"M","$60K - $80K","solteiro","mestrado","7102.92","2411.25","limite de crédito médio para baixo","volume de transação média para alta"
"M","$80K - $120K","casado","doutorado","10378.39","1306.84","limite de crédito médio para alto","volume de transação média para baixa"
"M","$80K - $120K","casado","mestrado","18178.13","1837.54","limite de crédito médio para alto","volume de transação média para alta"
